batter,bowler,batsman_run,frequency
N Rana,SM Curran,0,5
N Rana,SM Curran,4,2
N Rana,Sandeep Sharma,0,7
N Rana,Sandeep Sharma,1,2
N Rana,Sandeep Sharma,2,1
N Rana,Sandeep Sharma,4,8
N Rana,Sandeep Sharma,6,1
N Rana,Shakib Al Hasan,1,2
N Rana,T Natarajan,0,6
N Rana,T Natarajan,1,2
N Rana,T Natarajan,4,2
N Rana,T Natarajan,6,2
N Rana,TA Boult,0,8
N Rana,TA Boult,1,2
N Rana,TA Boult,4,2
N Rana,TA Boult,6,1
N Rana,UT Yadav,0,3
N Rana,Washington Sundar,1,2
N Rana,Washington Sundar,6,1
N Rana,YS Chahal,0,1
N Rana,YS Chahal,1,1
Navdeep Saini,O Thomas,0,1
P Negi,O Thomas,0,2
P Negi,O Thomas,4,1
P Simran Singh,B Kumar,1,1
P Simran Singh,B Kumar,2,1
P Simran Singh,DR Sams,0,2
P Simran Singh,DR Sams,1,1
P Simran Singh,DR Sams,4,1
P Simran Singh,I Sharma,0,8
P Simran Singh,I Sharma,1,2
P Simran Singh,I Sharma,6,1
P Simran Singh,K Rabada,0,1
P Simran Singh,K Rabada,1,1
P Simran Singh,KA Jamieson,0,2
P Simran Singh,M Jansen,0,3
P Simran Singh,M Jansen,1,1
P Simran Singh,MP Stoinis,1,3
P Simran Singh,Mohammed Siraj,2,1
P Simran Singh,T Natarajan,0,2
P Simran Singh,T Natarajan,2,1
P Simran Singh,T Natarajan,4,2
PA Patel,AR Patel,0,1
PA Patel,AR Patel,1,2
PA Patel,AR Patel,6,1
PA Patel,AS Rajpoot,0,8
PA Patel,AS Rajpoot,1,2
PA Patel,AS Rajpoot,4,3
PA Patel,AS Rajpoot,6,1
PA Patel,B Kumar,0,8
PA Patel,B Kumar,1,3
PA Patel,B Kumar,4,3
PA Patel,B Laughlin,0,1
PA Patel,B Laughlin,1,1
PA Patel,B Laughlin,4,1
PA Patel,CH Morris,0,2
PA Patel,CH Morris,1,1
PA Patel,CH Morris,2,1
PA Patel,DJ Willey,0,3
PA Patel,DJ Willey,1,2
PA Patel,DJ Willey,6,1
PA Patel,DL Chahar,0,7
PA Patel,DL Chahar,1,4
PA Patel,DL Chahar,4,1
PA Patel,HF Gurney,0,3
PA Patel,HF Gurney,1,1
PA Patel,HH Pandya,1,1
PA Patel,Harbhajan Singh,0,3
PA Patel,Harbhajan Singh,1,2
PA Patel,Harbhajan Singh,2,1
PA Patel,I Sharma,0,6
PA Patel,I Sharma,1,1
PA Patel,I Sharma,2,1
PA Patel,I Sharma,4,3
PA Patel,JC Archer,0,2
PA Patel,JC Archer,1,1
PA Patel,JC Archer,6,2
PA Patel,JD Unadkat,0,3
PA Patel,JD Unadkat,1,1
PA Patel,JD Unadkat,2,2
PA Patel,JD Unadkat,4,3
PA Patel,JJ Bumrah,0,6
PA Patel,JP Behrendorff,0,4
PA Patel,JP Behrendorff,1,2
PA Patel,JP Behrendorff,4,4
PA Patel,JP Behrendorff,6,1
PA Patel,K Gowtham,0,1
PA Patel,K Gowtham,1,2
PA Patel,K Rabada,0,4
PA Patel,K Rabada,4,2
PA Patel,KH Pandya,0,2
PA Patel,KH Pandya,1,1
PA Patel,KH Pandya,4,1
PA Patel,KH Pandya,6,1
PA Patel,L Ngidi,0,9
PA Patel,L Ngidi,1,2
PA Patel,L Ngidi,4,3
PA Patel,L Ngidi,6,1
PA Patel,M Prasidh Krishna,0,2
PA Patel,M Prasidh Krishna,1,1
PA Patel,M Prasidh Krishna,4,2
PA Patel,MJ McClenaghan,0,1
PA Patel,MJ McClenaghan,1,4
PA Patel,MJ McClenaghan,4,2
PA Patel,Mohammad Nabi,0,2
PA Patel,Mohammad Nabi,1,1
PA Patel,Mohammad Nabi,4,1
PA Patel,Mohammed Shami,0,4
PA Patel,Mohammed Shami,1,1
PA Patel,Mohammed Shami,4,4
PA Patel,Mohammed Shami,6,1
PA Patel,S Lamichhane,0,4
PA Patel,S Lamichhane,1,3
PA Patel,S Lamichhane,4,4
PA Patel,SL Malinga,0,2
PA Patel,SL Malinga,1,4
PA Patel,SN Thakur,0,2
PA Patel,SN Thakur,1,4
PA Patel,SN Thakur,2,1
PA Patel,SN Thakur,6,2
PA Patel,SP Narine,0,2
PA Patel,SP Narine,1,1
PA Patel,Sandeep Sharma,0,1
PA Patel,Sandeep Sharma,1,1
PA Patel,Shakib Al Hasan,0,2
PA Patel,Shakib Al Hasan,2,1
PA Patel,Shakib Al Hasan,4,2
PA Patel,TA Boult,0,1
PA Patel,TA Boult,1,1
PBB Rajapaksa,A Nortje,0,1
PBB Rajapaksa,AS Joseph,1,1
PBB Rajapaksa,CJ Jordan,0,1
PBB Rajapaksa,CJ Jordan,6,1
PBB Rajapaksa,LH Ferguson,0,1
PBB Rajapaksa,LH Ferguson,1,1
PBB Rajapaksa,Lalit Yadav,0,3
PBB Rajapaksa,M Theekshana,0,1
PBB Rajapaksa,Mohammed Shami,0,2
PBB Rajapaksa,Mohammed Shami,1,1
PBB Rajapaksa,Mohammed Shami,4,2
PBB Rajapaksa,Mukesh Choudhary,0,2
PBB Rajapaksa,Mukesh Choudhary,1,1
PBB Rajapaksa,Mukesh Choudhary,2,1
PBB Rajapaksa,R Ashwin,0,1
PBB Rajapaksa,R Ashwin,1,1
PBB Rajapaksa,SN Thakur,0,1
PBB Rajapaksa,SN Thakur,4,1
PBB Rajapaksa,Shivam Mavi,0,1
PBB Rajapaksa,Shivam Mavi,4,1
PBB Rajapaksa,Shivam Mavi,6,3
PBB Rajapaksa,TG Southee,4,1
PBB Rajapaksa,UT Yadav,0,1
PBB Rajapaksa,UT Yadav,1,1
PBB Rajapaksa,UT Yadav,4,1
PK Garg,Arshdeep Singh,0,2
PK Garg,Arshdeep Singh,1,1
PK Garg,Arshdeep Singh,2,1
PK Garg,DR Sams,0,3
PK Garg,DR Sams,1,3
PK Garg,DR Sams,2,1
PK Garg,DR Sams,4,2
PK Garg,DR Sams,6,1
PK Garg,JJ Bumrah,1,1
PK Garg,K Rabada,0,2
PK Garg,LS Livingstone,1,1
PK Garg,RP Meredith,0,2
PP Shaw,AD Russell,0,2
PP Shaw,AD Russell,1,2
PP Shaw,AD Russell,4,1
PP Shaw,AD Russell,6,1
PP Shaw,AJ Tye,0,2
PP Shaw,AJ Tye,1,1
PP Shaw,AJ Tye,2,1
PP Shaw,AJ Tye,4,1
PP Shaw,AS Rajpoot,0,3
PP Shaw,AS Rajpoot,1,1
PP Shaw,AS Rajpoot,4,1
PP Shaw,Abhishek Sharma,0,1
PP Shaw,Abhishek Sharma,4,2
PP Shaw,Arshdeep Singh,0,3
PP Shaw,Arshdeep Singh,1,3
PP Shaw,Arshdeep Singh,2,2
PP Shaw,Arshdeep Singh,4,2
PP Shaw,Avesh Khan,0,1
PP Shaw,Avesh Khan,1,1
PP Shaw,Avesh Khan,4,3
PP Shaw,B Kumar,0,10
PP Shaw,B Kumar,1,2
PP Shaw,B Kumar,3,1
PP Shaw,B Kumar,4,2
PP Shaw,BB Sran,2,1
PP Shaw,BB Sran,3,1
PP Shaw,BB Sran,4,3
PP Shaw,Basil Thampi,0,3
PP Shaw,Basil Thampi,6,1
PP Shaw,CJ Jordan,0,1
PP Shaw,CJ Jordan,1,1
PP Shaw,CJ Jordan,2,1
PP Shaw,CJ Jordan,4,1
PP Shaw,CJ Jordan,6,1
PP Shaw,CV Varun,0,1
PP Shaw,CV Varun,1,2
PP Shaw,CV Varun,2,1
PP Shaw,CV Varun,4,1
PP Shaw,DL Chahar,0,19
PP Shaw,DL Chahar,1,4
PP Shaw,DL Chahar,4,4
PP Shaw,DL Chahar,6,2
PP Shaw,DR Sams,0,7
PP Shaw,DR Sams,1,3
PP Shaw,DR Sams,2,1
PP Shaw,DR Sams,4,1
PP Shaw,DR Sams,6,1
PP Shaw,DS Kulkarni,0,5
PP Shaw,DS Kulkarni,1,3
PP Shaw,DS Kulkarni,4,2
PP Shaw,DS Kulkarni,6,2
PP Shaw,GJ Maxwell,1,2
PP Shaw,HH Pandya,0,4
PP Shaw,HH Pandya,4,2
PP Shaw,HR Shokeen,0,2
PP Shaw,HR Shokeen,1,2
PP Shaw,HR Shokeen,4,1
PP Shaw,IS Sodhi,0,1
PP Shaw,J Suchith,0,1
PP Shaw,J Suchith,1,2
PP Shaw,J Yadav,0,3
PP Shaw,J Yadav,1,2
PP Shaw,JA Richardson,0,2
PP Shaw,JA Richardson,1,1
PP Shaw,JA Richardson,4,1
PP Shaw,JA Richardson,6,1
PP Shaw,JC Archer,0,3
PP Shaw,JC Archer,1,3
PP Shaw,JD Unadkat,0,2
PP Shaw,JD Unadkat,1,1
PP Shaw,JD Unadkat,4,2
PP Shaw,JD Unadkat,6,1
PP Shaw,JJ Bumrah,0,6
PP Shaw,JJ Bumrah,1,4
PP Shaw,JJ Bumrah,2,1
PP Shaw,JO Holder,0,6
PP Shaw,JO Holder,1,1
PP Shaw,JO Holder,3,1
PP Shaw,JO Holder,4,1
PP Shaw,JO Holder,6,1
PP Shaw,JR Hazlewood,0,2
PP Shaw,JR Hazlewood,4,1
PP Shaw,Jalaj S Saxena,0,1
PP Shaw,Jalaj S Saxena,1,1
PP Shaw,Jalaj S Saxena,4,1
PP Shaw,K Gowtham,0,3
PP Shaw,K Gowtham,1,4
PP Shaw,K Gowtham,4,3
PP Shaw,K Rabada,0,1
PP Shaw,K Rabada,1,1
PP Shaw,K Rabada,4,1
PP Shaw,KK Ahmed,0,6
PP Shaw,KK Ahmed,1,3
PP Shaw,KK Ahmed,2,1
PP Shaw,KK Ahmed,4,3
PP Shaw,KM Asif,0,3
PP Shaw,KM Asif,4,2
PP Shaw,Kuldeep Yadav,1,2
PP Shaw,L Ngidi,0,1
PP Shaw,L Ngidi,1,2
PP Shaw,LH Ferguson,0,3
PP Shaw,LH Ferguson,1,2
PP Shaw,LH Ferguson,4,1
PP Shaw,LH Ferguson,6,2
PP Shaw,M Ashwin,0,1
PP Shaw,M Ashwin,1,1
PP Shaw,M Ashwin,4,1
PP Shaw,M Prasidh Krishna,0,6
PP Shaw,M Prasidh Krishna,1,4
PP Shaw,M Prasidh Krishna,4,3
PP Shaw,MG Johnson,0,3
PP Shaw,MG Johnson,1,1
PP Shaw,MG Johnson,4,1
PP Shaw,MJ McClenaghan,0,2
PP Shaw,MJ McClenaghan,4,1
PP Shaw,Mohammad Nabi,1,3
PP Shaw,Mohammed Shami,0,8
PP Shaw,Mohammed Shami,1,3
PP Shaw,Mohammed Shami,4,3
PP Shaw,Mohammed Shami,6,3
PP Shaw,Mohammed Siraj,0,3
PP Shaw,Mohammed Siraj,1,1
PP Shaw,Mohammed Siraj,2,1
PP Shaw,Mohammed Siraj,6,1
PP Shaw,Mohsin Khan,0,4
PP Shaw,Mohsin Khan,1,1
PP Shaw,NT Ellis,0,3
PP Shaw,NT Ellis,1,1
PP Shaw,NT Ellis,4,1
PP Shaw,Navdeep Saini,0,4
PP Shaw,Navdeep Saini,1,2
PP Shaw,Navdeep Saini,4,1
PP Shaw,O Thomas,0,1
PP Shaw,O Thomas,4,1
PP Shaw,OC McCoy,0,2
PP Shaw,OC McCoy,1,1
PP Shaw,OC McCoy,4,1
PP Shaw,PJ Cummins,0,3
PP Shaw,PJ Cummins,6,1
PP Shaw,PP Chawla,0,4
PP Shaw,PP Chawla,1,3
PP Shaw,PP Chawla,2,1
PP Shaw,PP Chawla,4,2
PP Shaw,PVD Chameera,0,1
PP Shaw,PVD Chameera,4,1
PP Shaw,R Ashwin,1,1
PP Shaw,RA Jadeja,0,1
PP Shaw,RA Jadeja,1,1
PP Shaw,RA Jadeja,2,2
PP Shaw,RP Meredith,0,3
PP Shaw,RP Meredith,1,3
PP Shaw,Rasikh Salam,0,1
PP Shaw,Rasikh Salam,1,4
PP Shaw,Rasikh Salam,4,1
PP Shaw,Ravi Bishnoi,0,4
PP Shaw,Ravi Bishnoi,1,3
PP Shaw,Ravi Bishnoi,4,1
PP Shaw,Ravi Bishnoi,6,1
PP Shaw,S Gopal,1,1
PP Shaw,S Kaul,0,3
PP Shaw,S Kaul,1,4
PP Shaw,S Kaul,4,4
PP Shaw,S Kaul,6,2
PP Shaw,SL Malinga,1,1
PP Shaw,SM Curran,0,1
PP Shaw,SM Curran,1,4
PP Shaw,SM Curran,4,2
PP Shaw,SN Thakur,4,3
PP Shaw,SP Narine,0,1
PP Shaw,SP Narine,1,3
PP Shaw,SP Narine,2,1
PP Shaw,SP Narine,4,2
PP Shaw,SP Narine,6,1
PP Shaw,STR Binny,0,2
PP Shaw,STR Binny,1,2
PP Shaw,Sandeep Sharma,0,2
PP Shaw,Sandeep Sharma,1,2
PP Shaw,Sandeep Sharma,2,1
PP Shaw,Sandeep Sharma,4,2
PP Shaw,Sandeep Sharma,6,1
PP Shaw,Shahbaz Ahmed,0,1
PP Shaw,Shahbaz Ahmed,1,1
PP Shaw,Shakib Al Hasan,0,2
PP Shaw,Shakib Al Hasan,1,1
PP Shaw,Shakib Al Hasan,2,1
PP Shaw,Shakib Al Hasan,6,1
PP Shaw,Shivam Mavi,0,3
PP Shaw,Shivam Mavi,1,1
PP Shaw,Shivam Mavi,4,7
PP Shaw,TA Boult,0,4
PP Shaw,TA Boult,1,1
PP Shaw,TA Boult,4,2
PP Shaw,TG Southee,0,3
PP Shaw,TG Southee,1,1
PP Shaw,TG Southee,4,4
PP Shaw,TS Mills,0,1
PP Shaw,TS Mills,1,1
PP Shaw,TS Mills,6,1
PP Shaw,UT Yadav,0,7
PP Shaw,UT Yadav,1,2
PP Shaw,UT Yadav,2,1
PP Shaw,UT Yadav,4,5
PP Shaw,VG Arora,0,2
PP Shaw,VG Arora,1,1
PP Shaw,VG Arora,2,1
PP Shaw,VG Arora,4,3
PP Shaw,VG Arora,6,1
PP Shaw,VR Aaron,0,1
PP Shaw,VR Aaron,1,1
PP Shaw,Washington Sundar,0,2
PP Shaw,Washington Sundar,1,1
PP Shaw,Washington Sundar,4,2
PP Shaw,YS Chahal,0,3
PP Shaw,YS Chahal,1,3
PP Shaw,YS Chahal,2,1
PP Shaw,YS Chahal,4,1
Q de Kock,A Nortje,0,1
Q de Kock,A Nortje,1,1
Q de Kock,A Nortje,4,3
Q de Kock,A Nortje,6,1
Q de Kock,AD Russell,0,1
Q de Kock,AD Russell,4,1
Q de Kock,AD Russell,6,2
Q de Kock,AR Patel,1,1
Q de Kock,AS Rajpoot,0,1
Q de Kock,AS Rajpoot,1,3
Q de Kock,AS Rajpoot,4,2
Q de Kock,AS Roy,1,1
Q de Kock,AS Roy,4,1
Q de Kock,Abhishek Sharma,0,1
Q de Kock,Abhishek Sharma,1,1
Q de Kock,Arshdeep Singh,1,1
Q de Kock,B Kumar,0,11
Q de Kock,B Kumar,1,2
Q de Kock,B Kumar,2,1
Q de Kock,B Kumar,4,4
Q de Kock,B Kumar,6,1
Q de Kock,C Sakariya,0,3
Q de Kock,C Sakariya,1,5
Q de Kock,C Sakariya,4,2
Q de Kock,C Sakariya,6,1
Q de Kock,CH Morris,0,3
Q de Kock,CH Morris,1,1
Q de Kock,CH Morris,4,1
Q de Kock,CH Morris,6,2
Q de Kock,CV Varun,1,1
Q de Kock,CV Varun,4,1
Q de Kock,DJ Bravo,0,3
Q de Kock,DJ Bravo,1,1
Q de Kock,DJ Bravo,2,1
Q de Kock,DL Chahar,0,19
Q de Kock,DL Chahar,1,7
Q de Kock,DL Chahar,2,1
Q de Kock,DL Chahar,3,1
Q de Kock,DL Chahar,4,3
Q de Kock,DL Chahar,6,6
Q de Kock,DR Sams,0,3
Q de Kock,DR Sams,1,2
Q de Kock,DR Sams,2,1
Q de Kock,DS Kulkarni,0,2
Q de Kock,DS Kulkarni,1,6
Q de Kock,DS Kulkarni,4,3
Q de Kock,DS Kulkarni,6,1
Q de Kock,FA Allen,0,2
Q de Kock,FA Allen,6,1
Q de Kock,GC Viljoen,1,3
Q de Kock,GJ Maxwell,0,3
Q de Kock,GJ Maxwell,1,4
Q de Kock,GJ Maxwell,6,1
Q de Kock,HF Gurney,1,1
Q de Kock,HH Pandya,0,2
Q de Kock,HH Pandya,1,1
Q de Kock,HH Pandya,2,1
Q de Kock,Harbhajan Singh,0,11
Q de Kock,Harbhajan Singh,1,5
Q de Kock,Harbhajan Singh,4,1
Q de Kock,Harbhajan Singh,6,1
Q de Kock,Harshit Rana,0,2
Q de Kock,Harshit Rana,1,1
Q de Kock,Harshit Rana,4,1
Q de Kock,Harshit Rana,6,2
Q de Kock,I Sharma,0,5
Q de Kock,I Sharma,1,5
Q de Kock,I Sharma,2,1
Q de Kock,I Sharma,4,2
Q de Kock,JC Archer,0,7
Q de Kock,JC Archer,2,2
Q de Kock,JC Archer,4,2
Q de Kock,JC Archer,6,1
Q de Kock,JD Unadkat,0,5
Q de Kock,JD Unadkat,1,7
Q de Kock,JD Unadkat,4,2
Q de Kock,JJ Bumrah,0,7
Q de Kock,JJ Bumrah,1,1
Q de Kock,JJ Bumrah,6,1
Q de Kock,JP Duminy,1,1
Q de Kock,JR Hazlewood,0,1
Q de Kock,JR Hazlewood,1,1
Q de Kock,K Gowtham,0,1
Q de Kock,K Gowtham,1,2
Q de Kock,K Gowtham,2,1
Q de Kock,K Gowtham,4,1
Q de Kock,K Gowtham,6,1
Q de Kock,K Rabada,0,6
Q de Kock,K Rabada,1,5
Q de Kock,K Rabada,6,2
Q de Kock,KH Pandya,1,1
Q de Kock,KH Pandya,4,1
Q de Kock,KK Ahmed,0,1
Q de Kock,KK Ahmed,1,2
Q de Kock,KK Ahmed,4,1
Q de Kock,KMA Paul,0,1
Q de Kock,KMA Paul,1,1
Q de Kock,KMA Paul,6,1
Q de Kock,L Ngidi,1,2
Q de Kock,L Ngidi,4,1
Q de Kock,Lalit Yadav,0,2
Q de Kock,Lalit Yadav,1,5
Q de Kock,Lalit Yadav,2,2
Q de Kock,Lalit Yadav,4,2
Q de Kock,M Ashwin,1,1
Q de Kock,M Ashwin,4,2
Q de Kock,M Prasidh Krishna,0,2
Q de Kock,M Prasidh Krishna,1,2
Q de Kock,M Prasidh Krishna,4,1
Q de Kock,MG Johnson,0,1
Q de Kock,MG Johnson,1,1
Q de Kock,MG Johnson,6,1
Q de Kock,MJ McClenaghan,0,10
Q de Kock,MJ McClenaghan,1,3
Q de Kock,MJ McClenaghan,4,1
Q de Kock,MP Stoinis,0,1
Q de Kock,MP Stoinis,1,1
Q de Kock,Mohammad Nabi,0,5
Q de Kock,Mohammad Nabi,1,4
Q de Kock,Mohammed Shami,0,4
Q de Kock,Mohammed Shami,1,4
Q de Kock,Mohammed Siraj,0,7
Q de Kock,Mohammed Siraj,1,3
Q de Kock,Mohammed Siraj,6,2
Q de Kock,Mujeeb Ur Rahman,0,1
Q de Kock,Mujeeb Ur Rahman,1,1
Q de Kock,Mukesh Choudhary,0,3
Q de Kock,Mukesh Choudhary,1,3
Q de Kock,Mukesh Choudhary,4,2
Q de Kock,Mustafizur Rahman,0,8
Q de Kock,Mustafizur Rahman,1,8
Q de Kock,Mustafizur Rahman,4,3
Q de Kock,Mustafizur Rahman,6,2
Q de Kock,Navdeep Saini,0,4
Q de Kock,Navdeep Saini,1,5
Q de Kock,Navdeep Saini,4,1
Q de Kock,Navdeep Saini,6,1
Q de Kock,PP Chawla,0,5
Q de Kock,PP Chawla,1,2
Q de Kock,PP Chawla,4,1
Q de Kock,R Ashwin,0,1
Q de Kock,R Ashwin,1,1
Q de Kock,R Dhawan,1,1
Q de Kock,R Dhawan,2,1
Q de Kock,Rashid Khan,0,5
Q de Kock,S Gopal,0,1
Q de Kock,S Gopal,1,2
Q de Kock,S Nadeem,1,1
Q de Kock,S Sandeep Warrier,0,7
Q de Kock,S Sandeep Warrier,1,4
Q de Kock,S Sandeep Warrier,2,1
Q de Kock,S Sandeep Warrier,6,1
Q de Kock,SM Curran,0,4
Q de Kock,SM Curran,1,2
Q de Kock,SM Curran,4,1
Q de Kock,SN Thakur,0,5
Q de Kock,SN Thakur,1,4
Q de Kock,SN Thakur,6,1
Q de Kock,SP Narine,0,15
Q de Kock,SP Narine,1,5
Q de Kock,SP Narine,2,1
Q de Kock,SP Narine,4,3
Q de Kock,STR Binny,0,2
Q de Kock,STR Binny,1,1
Q de Kock,STR Binny,2,1
Q de Kock,Sandeep Sharma,0,5
Q de Kock,Sandeep Sharma,1,4
Q de Kock,Shivam Mavi,0,2
Q de Kock,Shivam Mavi,1,1
Q de Kock,TA Boult,0,6
Q de Kock,TA Boult,1,8
Q de Kock,TA Boult,4,3
Q de Kock,TA Boult,6,1
Q de Kock,TG Southee,0,8
Q de Kock,TG Southee,1,2
Q de Kock,TG Southee,2,2
Q de Kock,TG Southee,4,3
Q de Kock,TG Southee,6,1
Q de Kock,TS Mills,0,1
Q de Kock,TU Deshpande,0,5
Q de Kock,TU Deshpande,1,1
Q de Kock,TU Deshpande,4,4
Q de Kock,Tilak Varma,1,1
Q de Kock,UT Yadav,0,12
Q de Kock,UT Yadav,1,6
Q de Kock,UT Yadav,2,2
Q de Kock,UT Yadav,4,6
Q de Kock,UT Yadav,6,2
Q de Kock,Washington Sundar,0,2
Q de Kock,YS Chahal,0,4
Q de Kock,YS Chahal,2,1
Q de Kock,YS Chahal,4,1
Q de Kock,Yash Dayal,0,1
Q de Kock,Yash Dayal,6,1
R Ashwin,A Nortje,0,1
R Ashwin,A Nortje,1,1
R Ashwin,AR Patel,0,2
R Ashwin,AR Patel,1,1
R Ashwin,AR Patel,4,1
R Ashwin,AR Patel,6,1
R Ashwin,C Sakariya,0,1
R Ashwin,JR Hazlewood,1,1
R Ashwin,K Gowtham,0,2
R Ashwin,LH Ferguson,0,1
R Ashwin,Mohammed Shami,0,2
R Ashwin,Mohammed Shami,1,1
R Ashwin,Mohammed Siraj,0,4
R Ashwin,Mohammed Siraj,4,4
R Ashwin,Rashid Khan,0,2
R Ashwin,Rashid Khan,1,1
R Ashwin,Rashid Khan,6,1
R Ashwin,SN Thakur,0,2
R Ashwin,SN Thakur,1,1
R Ashwin,SN Thakur,4,2
R Parag,I Sharma,0,4
RA Bawa,TG Southee,0,1
RA Tripathi,A Nortje,1,3
RA Tripathi,AD Russell,0,4
RA Tripathi,AD Russell,1,1
RA Tripathi,AD Russell,2,1
RA Tripathi,AD Russell,6,1
RA Tripathi,AJ Tye,0,2
RA Tripathi,AJ Tye,1,1
RA Tripathi,AR Patel,0,2
RA Tripathi,Arshdeep Singh,0,3
RA Tripathi,Arshdeep Singh,1,6
RA Tripathi,Arshdeep Singh,2,1
RA Tripathi,Arshdeep Singh,4,5
RA Tripathi,Avesh Khan,0,3
RA Tripathi,Avesh Khan,1,2
RA Tripathi,Avesh Khan,3,1
RA Tripathi,Avesh Khan,4,1
RA Tripathi,DL Chahar,0,6
RA Tripathi,DL Chahar,1,5
RA Tripathi,DL Chahar,4,1
RA Tripathi,DR Sams,1,2
RA Tripathi,GJ Maxwell,0,1
RA Tripathi,GJ Maxwell,1,2
RA Tripathi,I Sharma,1,1
RA Tripathi,JJ Bumrah,0,2
RA Tripathi,JJ Bumrah,4,2
RA Tripathi,JJ Bumrah,6,1
RA Tripathi,JR Hazlewood,0,2
RA Tripathi,JR Hazlewood,1,2
RA Tripathi,JR Hazlewood,4,1
RA Tripathi,K Rabada,0,3
RA Tripathi,K Rabada,1,2
RA Tripathi,K Rabada,4,1
RA Tripathi,KA Jamieson,4,1
RA Tripathi,KK Ahmed,0,3
RA Tripathi,KK Ahmed,1,2
RA Tripathi,KK Ahmed,6,1
RA Tripathi,L Ngidi,0,2
RA Tripathi,L Ngidi,1,1
RA Tripathi,M Prasidh Krishna,0,1
RA Tripathi,M Prasidh Krishna,1,2
RA Tripathi,M Prasidh Krishna,4,3
RA Tripathi,M Prasidh Krishna,6,1
RA Tripathi,MC Henriques,0,2
RA Tripathi,MJ Santner,0,4
RA Tripathi,MJ Santner,1,1
RA Tripathi,MJ Santner,4,2
RA Tripathi,MJ Santner,6,1
RA Tripathi,MM Ali,0,2
RA Tripathi,MM Ali,1,1
RA Tripathi,MM Ali,6,1
RA Tripathi,Mohammed Shami,0,7
RA Tripathi,Mohammed Shami,4,2
RA Tripathi,Mohammed Shami,6,1
RA Tripathi,Mohammed Siraj,0,3
RA Tripathi,Mohammed Siraj,1,1
RA Tripathi,Mohammed Siraj,2,1
RA Tripathi,Mohammed Siraj,4,2
RA Tripathi,Mohammed Siraj,6,1
RA Tripathi,Mujeeb Ur Rahman,0,3
RA Tripathi,Mujeeb Ur Rahman,1,3
RA Tripathi,Mujeeb Ur Rahman,2,2
RA Tripathi,Mukesh Choudhary,0,1
RA Tripathi,NT Ellis,0,3
RA Tripathi,NT Ellis,1,1
RA Tripathi,NT Ellis,6,1
RA Tripathi,PJ Cummins,0,1
RA Tripathi,PJ Cummins,1,2
RA Tripathi,PJ Cummins,4,1
RA Tripathi,PP Chawla,0,2
RA Tripathi,PP Chawla,1,1
RA Tripathi,PP Chawla,4,1
RA Tripathi,R Sanjay Yadav,0,4
RA Tripathi,R Sanjay Yadav,4,2
RA Tripathi,SN Thakur,1,3
RA Tripathi,SN Thakur,4,2
RA Tripathi,SP Narine,0,4
RA Tripathi,SP Narine,1,2
RA Tripathi,SP Narine,4,1
RA Tripathi,SP Narine,6,2
RA Tripathi,Sandeep Sharma,0,2
RA Tripathi,Shahbaz Ahmed,0,1
RA Tripathi,Shahbaz Ahmed,1,2
RA Tripathi,Shahbaz Ahmed,4,1
RA Tripathi,Shakib Al Hasan,1,2
RA Tripathi,Shakib Al Hasan,2,1
RA Tripathi,Shivam Mavi,0,2
RA Tripathi,Shivam Mavi,1,1
RA Tripathi,TG Southee,1,2
RA Tripathi,TG Southee,2,1
RA Tripathi,UT Yadav,1,2
RA Tripathi,UT Yadav,4,2
RA Tripathi,Washington Sundar,0,4
RA Tripathi,Washington Sundar,1,3
RA Tripathi,Washington Sundar,4,2
RA Tripathi,YS Chahal,0,9
RA Tripathi,YS Chahal,1,2
RA Tripathi,YS Chahal,2,1
RA Tripathi,YS Chahal,4,2
RA Tripathi,Yash Dayal,0,1
RA Tripathi,Yash Dayal,1,2
RD Gaikwad,A Nortje,0,1
RD Gaikwad,A Nortje,1,2
RD Gaikwad,A Nortje,6,1
RD Gaikwad,AJ Tye,0,2
RD Gaikwad,AR Patel,0,1
RD Gaikwad,AR Patel,1,1
RD Gaikwad,AS Joseph,0,2
RD Gaikwad,AS Joseph,6,1
RD Gaikwad,Arshdeep Singh,0,4
RD Gaikwad,Arshdeep Singh,1,1
RD Gaikwad,B Kumar,0,3
RD Gaikwad,B Kumar,1,3
RD Gaikwad,C Sakariya,0,2
RD Gaikwad,C Sakariya,1,2
RD Gaikwad,CV Varun,0,3
RD Gaikwad,CV Varun,1,3
RD Gaikwad,DR Sams,0,1
RD Gaikwad,HH Pandya,0,1
RD Gaikwad,HH Pandya,1,3
RD Gaikwad,JA Richardson,0,2
RD Gaikwad,JA Richardson,1,1
RD Gaikwad,JD Unadkat,0,2
RD Gaikwad,JD Unadkat,1,3
RD Gaikwad,JD Unadkat,4,1
RD Gaikwad,JR Hazlewood,0,9
RD Gaikwad,JR Hazlewood,1,3
RD Gaikwad,JR Hazlewood,2,1
RD Gaikwad,JR Hazlewood,4,1
RD Gaikwad,KA Jamieson,0,2
RD Gaikwad,KA Jamieson,1,2
RD Gaikwad,KK Ahmed,0,3
RD Gaikwad,KK Ahmed,1,4
RD Gaikwad,M Jansen,0,6
RD Gaikwad,M Jansen,1,2
RD Gaikwad,M Jansen,3,1
RD Gaikwad,M Jansen,6,2
RD Gaikwad,M Prasidh Krishna,0,4
RD Gaikwad,M Prasidh Krishna,4,1
RD Gaikwad,Mohammed Shami,0,16
